Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,195,Senegal,5510,Production,328,Seed cotton,2017,2017,tonnes,20000,,Official data
QCL,Crops and livestock products,201,Somalia,5510,Production,767,Cotton lint,2017,2017,tonnes,2000,F,FAO estimate
QCL,Crops and livestock products,201,Somalia,5510,Production,329,Cottonseed,2017,2017,tonnes,4500,F,FAO estimate
QCL,Crops and livestock products,201,Somalia,5510,Production,328,Seed cotton,2017,2017,tonnes,7152,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,202,South Africa,5510,Production,767,Cotton lint,2017,2017,tonnes,15520,,Official data
QCL,Crops and livestock products,202,South Africa,5510,Production,329,Cottonseed,2017,2017,tonnes,68000,*,Unofficial figure
QCL,Crops and livestock products,202,South Africa,5510,Production,328,Seed cotton,2017,2017,tonnes,41945,,Official data
QCL,Crops and livestock products,277,South Sudan,5510,Production,767,Cotton lint,2017,2017,tonnes,,M,Data not available
QCL,Crops and livestock products,277,South Sudan,5510,Production,329,Cottonseed,2017,2017,tonnes,,M,Data not available
QCL,Crops and livestock products,277,South Sudan,5510,Production,328,Seed cotton,2017,2017,tonnes,,M,Data not available
QCL,Crops and livestock products,203,Spain,5510,Production,767,Cotton lint,2017,2017,tonnes,66182,,Official data
QCL,Crops and livestock products,203,Spain,5510,Production,329,Cottonseed,2017,2017,tonnes,88561,,Official data
QCL,Crops and livestock products,203,Spain,5510,Production,328,Seed cotton,2017,2017,tonnes,198500,,Official data
QCL,Crops and livestock products,38,Sri Lanka,5510,Production,767,Cotton lint,2017,2017,tonnes,0,F,FAO estimate
QCL,Crops and livestock products,38,Sri Lanka,5510,Production,329,Cottonseed,2017,2017,tonnes,0,F,FAO estimate
QCL,Crops and livestock products,38,Sri Lanka,5510,Production,328,Seed cotton,2017,2017,tonnes,,M,Data not available
QCL,Crops and livestock products,276,Sudan,5510,Production,767,Cotton lint,2017,2017,tonnes,172720,,Official data
QCL,Crops and livestock products,276,Sudan,5510,Production,329,Cottonseed,2017,2017,tonnes,65000,*,Unofficial figure
QCL,Crops and livestock products,276,Sudan,5510,Production,328,Seed cotton,2017,2017,tonnes,325120,,Official data
QCL,Crops and livestock products,212,Syrian Arab Republic,5510,Production,767,Cotton lint,2017,2017,tonnes,33000,F,FAO estimate
QCL,Crops and livestock products,212,Syrian Arab Republic,5510,Production,329,Cottonseed,2017,2017,tonnes,34042,,Official data
QCL,Crops and livestock products,212,Syrian Arab Republic,5510,Production,328,Seed cotton,2017,2017,tonnes,70000,F,FAO estimate
QCL,Crops and livestock products,208,Tajikistan,5510,Production,767,Cotton lint,2017,2017,tonnes,110000,F,FAO estimate
QCL,Crops and livestock products,208,Tajikistan,5510,Production,329,Cottonseed,2017,2017,tonnes,213000,*,Unofficial figure
QCL,Crops and livestock products,208,Tajikistan,5510,Production,328,Seed cotton,2017,2017,tonnes,386509,,Official data
QCL,Crops and livestock products,216,Thailand,5510,Production,767,Cotton lint,2017,2017,tonnes,1008,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,216,Thailand,5510,Production,329,Cottonseed,2017,2017,tonnes,2000,*,Unofficial figure
QCL,Crops and livestock products,216,Thailand,5510,Production,328,Seed cotton,2017,2017,tonnes,3200,F,FAO estimate
QCL,Crops and livestock products,217,Togo,5510,Production,767,Cotton lint,2017,2017,tonnes,55000,F,FAO estimate
QCL,Crops and livestock products,217,Togo,5510,Production,329,Cottonseed,2017,2017,tonnes,70000,F,FAO estimate
QCL,Crops and livestock products,217,Togo,5510,Production,328,Seed cotton,2017,2017,tonnes,117160,,Official data
QCL,Crops and livestock products,222,Tunisia,5510,Production,767,Cotton lint,2017,2017,tonnes,636,F,FAO estimate
QCL,Crops and livestock products,222,Tunisia,5510,Production,329,Cottonseed,2017,2017,tonnes,1210,F,FAO estimate
QCL,Crops and livestock products,222,Tunisia,5510,Production,328,Seed cotton,2017,2017,tonnes,1952,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,223,Turkey,5510,Production,767,Cotton lint,2017,2017,tonnes,882000,,Official data
QCL,Crops and livestock products,223,Turkey,5510,Production,329,Cottonseed,2017,2017,tonnes,1470000,,Official data
QCL,Crops and livestock products,223,Turkey,5510,Production,328,Seed cotton,2017,2017,tonnes,2450000,,Official data
QCL,Crops and livestock products,213,Turkmenistan,5510,Production,767,Cotton lint,2017,2017,tonnes,228000,F,FAO estimate
QCL,Crops and livestock products,213,Turkmenistan,5510,Production,329,Cottonseed,2017,2017,tonnes,380000,*,Unofficial figure
QCL,Crops and livestock products,213,Turkmenistan,5510,Production,328,Seed cotton,2017,2017,tonnes,690900,*,Unofficial figure
QCL,Crops and livestock products,226,Uganda,5510,Production,767,Cotton lint,2017,2017,tonnes,39300,F,FAO estimate
QCL,Crops and livestock products,226,Uganda,5510,Production,329,Cottonseed,2017,2017,tonnes,75000,*,Unofficial figure
QCL,Crops and livestock products,226,Uganda,5510,Production,328,Seed cotton,2017,2017,tonnes,119000,F,FAO estimate
QCL,Crops and livestock products,215,United Republic of Tanzania,5510,Production,767,Cotton lint,2017,2017,tonnes,66548,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,215,United Republic of Tanzania,5510,Production,329,Cottonseed,2017,2017,tonnes,132934,,Official data
QCL,Crops and livestock products,215,United Republic of Tanzania,5510,Production,328,Seed cotton,2017,2017,tonnes,164709,,Official data
QCL,Crops and livestock products,231,United States of America,5510,Production,767,Cotton lint,2017,2017,tonnes,4555340,,Official data
QCL,Crops and livestock products,231,United States of America,5510,Production,329,Cottonseed,2017,2017,tonnes,5825940,,Official data
QCL,Crops and livestock products,231,United States of America,5510,Production,328,Seed cotton,2017,2017,tonnes,12000000,F,FAO estimate
QCL,Crops and livestock products,234,Uruguay,5510,Production,767,Cotton lint,2017,2017,tonnes,0,,Official data
QCL,Crops and livestock products,234,Uruguay,5510,Production,329,Cottonseed,2017,2017,tonnes,,M,Data not available
QCL,Crops and livestock products,234,Uruguay,5510,Production,328,Seed cotton,2017,2017,tonnes,,M,Data not available
QCL,Crops and livestock products,235,Uzbekistan,5510,Production,767,Cotton lint,2017,2017,tonnes,943778,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,235,Uzbekistan,5510,Production,329,Cottonseed,2017,2017,tonnes,1595000,*,Unofficial figure
QCL,Crops and livestock products,235,Uzbekistan,5510,Production,328,Seed cotton,2017,2017,tonnes,2853927,,Official data
QCL,Crops and livestock products,236,Venezuela (Bolivarian Republic of),5510,Production,767,Cotton lint,2017,2017,tonnes,3000,F,FAO estimate
QCL,Crops and livestock products,236,Venezuela (Bolivarian Republic of),5510,Production,329,Cottonseed,2017,2017,tonnes,5300,F,FAO estimate
QCL,Crops and livestock products,236,Venezuela (Bolivarian Republic of),5510,Production,328,Seed cotton,2017,2017,tonnes,8991,,Official data
QCL,Crops and livestock products,237,Viet Nam,5510,Production,767,Cotton lint,2017,2017,tonnes,118,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,237,Viet Nam,5510,Production,329,Cottonseed,2017,2017,tonnes,240,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,237,Viet Nam,5510,Production,328,Seed cotton,2017,2017,tonnes,359,,Official data
QCL,Crops and livestock products,249,Yemen,5510,Production,767,Cotton lint,2017,2017,tonnes,11872,,Official data
QCL,Crops and livestock products,249,Yemen,5510,Production,329,Cottonseed,2017,2017,tonnes,7796,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,249,Yemen,5510,Production,328,Seed cotton,2017,2017,tonnes,11872,,Official data
QCL,Crops and livestock products,251,Zambia,5510,Production,767,Cotton lint,2017,2017,tonnes,27665,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,251,Zambia,5510,Production,329,Cottonseed,2017,2017,tonnes,57000,*,Unofficial figure
QCL,Crops and livestock products,251,Zambia,5510,Production,328,Seed cotton,2017,2017,tonnes,89293,,Official data
QCL,Crops and livestock products,181,Zimbabwe,5510,Production,767,Cotton lint,2017,2017,tonnes,13500,F,FAO estimate
QCL,Crops and livestock products,181,Zimbabwe,5510,Production,329,Cottonseed,2017,2017,tonnes,70000,*,Unofficial figure
QCL,Crops and livestock products,181,Zimbabwe,5510,Production,328,Seed cotton,2017,2017,tonnes,73260,,Official data
