#,GENuS_foodID,GENuS_FoodName,FCT_FoodName,Calories,Protein,Fat,Carbohydrates,Vitamin C,Vitamin A,Folate,Calcium,Iron,Zinc,Potassium,Dietary Fiber,Copper,Sodium,Phosphorus,Thiamin,Riboflavin,Niacin,B6,Choline,Magnesium,Manganese,Saturated FA,Monounsaturated FA,Polyunsaturated FA,Omega-3 (USDA only),B12 (USDA only),Water/moisture,Ash,Refuse
164,92,Beans; green,Green beans [bean],35,2.2,0.2,7.4,39,97,,26,0.8,0.6,,,,9.5,,0.06,0.04,,,,,,,,,,,89.7,,
165,92,Beans; green,Oil beans [spend bean] (Fresh),36,3.7,0.5,5,11,87,,147,1.3,0.46,,,,4.1,,0.04,0.06,,,,,,,,,,,90,,
166,92,Beans; green,Kidney beans (fresh),31,2,0.4,5.7,6,35,,42,1.5,0.23,,,,8.6,,0.04,0.07,,,,,,,,,,,91.3,,
167,92,Beans; green,Cowpea,25,2.4,0.3,3.9,11,27,,69,1.9,0.38,,,,3.3,,0.07,0.08,,,,,,,,,,,92.2,,
168,92,Beans; green,Cowpea (long),30,0.8,0.1,7.4,9,40,,88,1,1.04,,,,4,,0.33,0.06,,,,,,,,,,,91.1,,
169,92,Beans; green,Green bean sprouts,33,2.9,0.3,5.9,19,42,,27,0.5,0.54,,,,2.2,,0.07,0.09,,,,,,,,,,,90.3,,
170,92,Beans; green,Peas,32,2.7,0.2,5.8,18,20,,42,1,0.94,,,,4.6,,0.07,0.07,,,,,,,,,,,90.8,,
171,92,Beans; green,Lentils [moon dish],19,2.1,0.1,2.9,6,3,,9,0.6,0.35,,,,4.4,,0.05,0.06,,,,,,,,,,,94.6,,
172,93,Peas; green,"Edamame [green beans, vegetable soybean] (Fresh)",30,2.5,0.3,4.9,16,80,,51,0.9,0.5,,,,8.8,,0.09,0.04,,,,,,,,,,,91.9,,
173,94,Leguminous vegetables; nes,Bean sprouts,41,2.7,0.2,8.2,13,25,,38,1.9,0.72,,,,3.8,,0.04,0.07,,,,,,,,,,,88.3,,
174,94,Leguminous vegetables; nes,Beans (fresh),131,13.1,5,10.5,27,22,,135,3.5,1.73,,,,3.9,,0.15,0.07,,,,,,,,,,,69.6,,
175,94,Leguminous vegetables; nes,Beans,47,4.5,1.6,4.5,8,5,,21,0.9,0.54,,,,7.2,,0.04,0.07,,,,,,,,,,,88.8,,
176,95,String beans,"Beans (fresh, white)",40,3.1,0.3,7,15,37,,49,4.6,0.84,,,,8.5,,0.05,0.07,,,,,,,,,,,89,,
177,95,String beans,Long beans (fresh),34,2.5,0.2,6.7,18,33,,29,1.5,0.54,,,,3.4,,0.05,0.07,,,,,,,,,,,90,,
178,95,String beans,Green beans [bean],35,2.2,0.2,7.4,39,97,,26,0.8,0.6,,,,9.5,,0.06,0.04,,,,,,,,,,,89.7,,
179,95,String beans,Oil beans [spend bean] (Fresh),36,3.7,0.5,5,11,87,,147,1.3,0.46,,,,4.1,,0.04,0.06,,,,,,,,,,,90,,
180,95,String beans,Kidney beans (fresh),31,2,0.4,5.7,6,35,,42,1.5,0.23,,,,8.6,,0.04,0.07,,,,,,,,,,,91.3,,
181,95,String beans,Cowpea,25,2.4,0.3,3.9,11,27,,69,1.9,0.38,,,,3.3,,0.07,0.08,,,,,,,,,,,92.2,,
182,95,String beans,Cowpea (long),30,0.8,0.1,7.4,9,40,,88,1,1.04,,,,4,,0.33,0.06,,,,,,,,,,,91.1,,
183,95,String beans,Green bean sprouts,33,2.9,0.3,5.9,19,42,,27,0.5,0.54,,,,2.2,,0.07,0.09,,,,,,,,,,,90.3,,
184,95,String beans,"Carrots (red) [gold shoots, cloves radish]",32,2.7,0.2,5.8,18,20,,42,1,0.94,,,,4.6,,0.07,0.07,,,,,,,,,,,90.8,,
185,95,String beans,Carrots (yellow),19,2.1,0.1,2.9,6,3,,9,0.6,0.35,,,,4.4,,0.05,0.06,,,,,,,,,,,94.6,,
186,96,Carrots and turnips,"Okra [okra, okra]",39,1,0.2,8.8,13,688,,32,1,0.23,,,,71.4,,0.04,0.03,,,,,,,,,,,89.2,,
187,96,Carrots and turnips,"Okra [okra, okra]",46,1.4,0.2,10.2,16,668,,32,0.5,0.14,,,,25.1,,0.04,0.04,,,,,,,,,,,87.4,,
188,97,Okra,Corn (fresh),45,2,0.1,11,4,52,,45,0.1,0.23,,,,3.9,,0.05,0.09,,,,,,,,,,,86.2,,
189,97,Okra,Straw mushroom [big black fine flowers],25,1.8,0.2,6.2,7.2,40,,101,0.2,0.24,,4.4,,8.7,,0.06,0.05,,,,,,,,,,,91.2,,
190,98,Maize; green,Mushroom [intellectual mushroom] (Fresh),112,4,1.2,22.8,16,,,,1.1,0.9,,,,1.1,,0.16,0.11,,,,,,,,,,,71.3,,
191,99,Mushrooms and truffles,Mushrooms (mushrooms),27,2.7,0.2,4.3,,,,17,1.3,0.6,,,,73,,0.08,0.34,,,,,,,,,,,92.3,,
192,99,Mushrooms and truffles,"Mushroom [P.ostreatus, green mushroom]",32,2.4,0.4,6,2,5,,,1.4,0.39,,,,4.3,,0.15,0.19,,,,,,,,,,,90.2,,
193,99,Mushrooms and truffles,"Mushroom [champignon, mushroom] (Fresh)",24,2.7,0.1,4.1,2,2,,6,1.2,0.92,,,,8.3,,0.08,0.35,,,,,,,,,,,92.4,,
194,99,Mushrooms and truffles,Boletus (white) [Boletus edulis],24,1.9,0.3,4.6,4,2,,5,1,0.61,,,,3.8,,0.06,0.16,,,,,,,,,,,92.5,,
195,99,Mushrooms and truffles,Boletus (black) [Bronze boletus],26,2.2,0.3,5.2,1,,,2,0.3,0.66,,,,1.4,,,0.08,,,,,,,,,,,91.7,,
196,99,Mushrooms and truffles,"Boletus (Boletus yellow, fresh) [yellow warts handle porcini, yellow skin disease head]",35,4,0.4,4.5,,,,5,2.1,0.98,,,,2.1,,0.14,1.11,,,,,,,,,,,90.2,,
197,99,Mushrooms and truffles,"QingTou bacteria [green red mushrooms, green mushroom]",32,3.6,0.2,4.8,,,,2,2.1,1.19,,,,1.3,,0.07,0.31,,,,,,,,,,,90.6,,
198,99,Mushrooms and truffles,Mushroom,31,4.3,0.1,5.3,,,,2,1.4,1.07,,,,1.6,,0.03,0.57,,,,,,,,,,,89.7,,
199,99,Mushrooms and truffles,"Carrots Ying (red, fresh)",20,2.7,0.1,3.1,,,,4,1.4,0.67,,,,1.1,,0.01,0.46,,,,,,,,,,,93.3,,
200,99,Mushrooms and truffles,"Bitter herbs [Day flower, barricades dish]",35,1.3,0.1,8.3,,,,13,0.5,0.39,,,,3.5,,0.03,0.14,,,,,,,,,,,89.6,,
201,101,Vegetables; fresh; nes,Radish (radish),48,1.7,0.4,11.3,41,162,,350,8.1,0.67,,,,74.6,,0.04,,,,,,,,,,,,82.2,,
202,101,Vegetables; fresh; nes,"Celery (white stems) [celery, celery drug]",46,2.8,0.6,10,19,90,,66,9.4,0.86,,,,8.7,,0.09,0.11,,,,,,,,,,,85.3,,
203,101,Vegetables; fresh; nes,Celery stalk,23,1.6,0.3,4.1,51,118,,238,0.2,0.29,,,,43.1,,0.03,0.13,,,,,,,,,,,92.8,,
204,101,Vegetables; fresh; nes,Celery leaves (fresh),17,0.8,0.1,3.9,12,10,,48,0.8,0.46,,,,73.8,,0.01,0.08,,,,,,,,,,,94.2,,
205,101,Vegetables; fresh; nes,Beet leaves (fresh),22,1.2,0.2,4.5,8,57,,80,1.2,0.24,,,,159,,0.02,0.06,,,,,,,,,,,93.1,,
206,101,Vegetables; fresh; nes,Cilantro [coriander] (Fresh),35,2.6,0.6,5.9,22,488,,40,0.6,1.14,,,,83,,0.08,0.15,,,,,,,,,,,89.4,,
207,101,Vegetables; fresh; nes,"Amaranth (green, fresh)",22,1.8,0.1,4,30,610,,117,3.3,0.38,,,,201,,0.1,0.22,,,,,,,,,,,92.2,,
208,101,Vegetables; fresh; nes,"Amaranth (purple, fresh) [red amaranth]",33,1.8,0.4,6.2,48,193,,101,2.9,0.45,,,,48.5,,0.04,0.14,,,,,,,,,,,90.5,,
209,101,Vegetables; fresh; nes,"Chrysanthemum [basil dish, Ai dish] (Fresh)",30,2.8,0.3,5,47,352,,187,5.4,0.8,,,,32.4,,0.03,0.12,,,,,,,,,,,90.2,,
210,101,Vegetables; fresh; nes,Fennel [fresh],35,2.8,0.4,5.9,30,248,,178,2.9,0.7,,,,42.3,,0.03,0.1,,,,,,,,,,,88.8,,
211,101,Vegetables; fresh; nes,"Shepherd's purse [thistle dishes, water chestnut dish] (Fresh)",24,1.9,0.3,3.9,18,252,,73,2.5,0.35,,,,161.3,,0.04,0.09,,,,,,,,,,,93,,
212,101,Vegetables; fresh; nes,Cherry radish sprouts,27,2.5,0.4,4.2,26,402,,154,1.2,0.73,,,,186.3,,0.06,0.09,,,,,,,,,,,91.2,,
213,101,Vegetables; fresh; nes,Hakuho dish,31,2.9,0.4,4.7,43,432,,294,5.4,0.68,,,,31.6,,0.04,0.15,,,,,,,,,,,90.6,,
214,101,Vegetables; fresh; nes,"Gynura [Red Wind dish, skin blood dish]",14,2,0.1,2.7,14,240,,56,3.9,0.4,,2.7,,111.3,,0.04,0.09,,,,,,,,,,,94,,
215,101,Vegetables; fresh; nes,"Concept of food [root of vegetables, chard]",16,1.6,,4,6,178,,41,1.8,0.23,,3.2,,152,,0.03,0.06,,,,,,,,,,,93.4,,
216,101,Vegetables; fresh; nes,Bamboo shoots (fresh),18,1.9,,3.8,3,308,,69,0.8,0.37,,2.6,,19.3,,0.05,0.08,,,,,,,,,,,93.1,,
217,101,Vegetables; fresh; nes,Bamboo shoots (fresh),23,1.9,0.3,4.5,6.4,78,,76,1.3,0.18,,,,220,,0.007,0.24,,,,,,,,,,,91.8,,
218,101,Vegetables; fresh; nes,Bamboo shoots (fresh),23,2.6,0.2,3.6,5,,,9,0.5,0.33,,,,0.4,,0.08,0.08,,,,,,,,,,,92.8,,
219,101,Vegetables; fresh; nes,Bamboo shoots [hair shoots] (Fresh),25,2.4,0.1,5.1,5,5,,8,2.4,0.43,,,,6,,0.05,0.04,,,,,,,,,,,91.4,,
220,101,Vegetables; fresh; nes,Lily (fresh),42,4.1,0.1,6.5,1,13,,22,0.1,,,,,,,0.08,0.08,,,,,,,,,,,88.1,,
221,101,Vegetables; fresh; nes,Day Lily [Lily] (Fresh),23,2.2,0.2,3.8,9,,,16,0.9,0.47,,,,5.2,,0.04,0.05,,,,,,,,,,,93.1,,
222,101,Vegetables; fresh; nes,Radish [radish] (Fresh),166,3.2,0.1,38.8,18,,,11,1,0.5,,,,6.7,,0.02,0.04,,,,,,,,,,,56.7,,
223,101,Vegetables; fresh; nes,Variable radish [red Piluo Bo],214,19.4,1.4,34.9,10,307,,301,8.1,3.99,,,,59.2,,0.05,0.21,,,,,,,,,,,40.3,,
224,101,Vegetables; fresh; nes,Dandan red radish,22,0.9,0.1,5,21,3,,36,0.5,0.3,,,,61.8,,0.02,0.03,,,,,,,,,,,93.4,,
225,101,Vegetables; fresh; nes,Red Radish,29,1.2,0.1,6.4,24,3,,45,0.6,0.29,,,,68,,0.03,0.04,,,,,,,,,,,91.6,,
226,101,Vegetables; fresh; nes,Radish [crisp radish],19,0.8,,4.3,4,,,9,2.9,0.32,,,,20.1,,0.01,,,,,,,,,,,,94.4,,
227,101,Vegetables; fresh; nes,SWATH radish [Glochidion red Piluo Bo],41,1.2,,9.8,20,13,,86,0.9,0.74,,,,49.1,,0.02,0.02,,,,,,,,,,,88,,
228,101,Vegetables; fresh; nes,Radish,22,0.8,,5.5,45,42,,,,0.49,,,,9.7,,0.03,0.05,,,,,,,,,,,92.9,,
229,101,Vegetables; fresh; nes,Mugwort,21,1.1,0.2,4.2,22,3,,32,0.4,0.21,,,,33.5,,0.02,0.04,,,,,,,,,,,93.9,,
230,101,Vegetables; fresh; nes,Cauliflower,23,0.8,0.2,4.9,23,2,,68,0.5,0.17,,,,85.4,,0.02,0.04,,,,,,,,,,,93.5,,
231,101,Vegetables; fresh; nes,White bellflower,,,,3.6,7,27,,137,7.7,0.78,,,,0,,,,,,,,,,,,,,86.4,,
232,101,Vegetables; fresh; nes,Sphaerocephala [artesmisia],,,,0,12,0,,26,0.6,0.18,,,,215.7,,,,,,,,,,,,,,93.7,,
233,101,Vegetables; fresh; nes,Sweet potato leaves [sweet potato leaves] (Fresh),,,,,36,0,,44,3.1,0.21,,,,12.2,,,,,,,,,,,,,,80.9,,
234,101,Vegetables; fresh; nes,Patrina [rouge Ma] (Fresh),56,4.3,0.9,8.5,8,733,,305,16.4,,,,,,,0.31,,,,,,,,,,,,84,,
235,101,Vegetables; fresh; nes,Flat storage dish [bamboo grass] (Fresh),60,4.8,0.7,9,56,995,,174,3.4,0.32,,,,41.6,,0.13,0.28,,,,,,,,,,,84,,
236,101,Vegetables; fresh; nes,"Cephalanoplos [thistle, thistle thistle dish] (Fresh)",69,1.5,1,17.3,52,1003,,235,3.6,1.02,,,,1.3,,,0.16,,,,,,,,,,,79,,
237,101,Vegetables; fresh; nes,Kalopanax (fresh),75,6,0.6,12.4,158,1592,,50,,,,,,,,,0.58,,,,,,,,,,,79,,
238,101,Vegetables; fresh; nes,"Davurica [cattle branches, Peas Miao] (Fresh)",42,4.5,0.4,5.9,44,998,,252,2.3,0.24,,,,0.2,,0.04,0.33,,,,,,,,,,,87,,
239,101,Vegetables; fresh; nes,Large glass grass [Plantago major] (Fresh),,,,,4,0,,495,6.5,1.36,,,,0,,,,,,,,,,,,,,53.9,,
240,101,Vegetables; fresh; nes,Daji leaves [thistle leaf] (Fresh),117,7,1,23.1,,,,300,,,,,,,,,,,,,,,,,,,,67,,
241,101,Vegetables; fresh; nes,"Kochia [Yiming, broom seedlings] (Fresh)",49,4.4,0.3,8.8,6,760,,443,21.9,,,,,,,0.04,0.22,,,,,,,,,,,83,,
242,101,Vegetables; fresh; nes,"To shoot [in ancient cattle, sweet child seedling leaf] (Fresh)",38,1.5,1.4,5.5,31,508,,,,,,,,,,,0.32,,,,,,,,,,,91,,
243,101,Vegetables; fresh; nes,Premna (fresh),65,5.2,0.8,10.4,39,953,,281,6.5,0.52,,,,62.4,,0.15,0.31,,,,,,,,,,,79,,
244,101,Vegetables; fresh; nes,Cress (fresh),69,4.3,0.7,13.7,7,1055,,297,4.4,0.93,,,,,,0.04,0.25,,,,,,,,,,,79,,
245,101,Vegetables; fresh; nes,Japanese pagoda tree,,,,,2,0,,126,6.2,1.36,,,,0,,,,,,,,,,,,,,82.1,,
246,101,Vegetables; fresh; nes,"Purslane [longevity food, seeds vegetables] (Fresh)",,,,,55,655,,188,4.7,0.9,,,,120.8,,,,,,,,,,,,,,86,,
247,101,Vegetables; fresh; nes,"Malan head [Malan, chicken child intestines, roadside Ju] (Fresh)",82,3.1,0.7,17,30,67,,83,3.6,,,,,,,0.04,0.18,,,,,,,,,,,78,,
248,101,Vegetables; fresh; nes,Burdock leaf (fresh),28,2.3,0.5,3.9,23,372,,85,1.5,,,,,,,0.03,0.11,,,,,,,,,,,92,,
249,101,Vegetables; fresh; nes,Fennel bulbs,28,2.4,0.4,4.6,26,340,,67,2.4,0.87,,,,15.2,,0.06,0.13,,,,,,,,,,,91.4,,
250,101,Vegetables; fresh; nes,Prunella [iron-colored grass] (Fresh),42,4.7,0.8,5.1,25,650,,242,7.6,,,,,,,0.02,0.29,,,,,,,,,,,87,,
251,101,Vegetables; fresh; nes,Toon [Toon] (Fresh),,,,,12,0,,71,0.9,0.37,,,,77.2,,,,,,,,,,,,,,87.7,,
252,101,Vegetables; fresh; nes,Atriplex (fresh),63,2.5,0.7,12.7,28,627,,,,,,,,,,,0.21,,,,,,,,,,,81,,
253,101,Vegetables; fresh; nes,"Alfalfa [grass, golden cauliflower]",50,1.7,0.4,10.9,40,117,,96,3.9,2.25,,,,4.6,,0.07,0.12,,,,,,,,,,,85.2,,
254,101,Vegetables; fresh; nes,Buckwheat dish [wild buckwheat] (Fresh),45,4.8,0.4,7.6,11,122,,62,7.9,3.27,,,,0.7,,0.04,0.12,,,,,,,,,,,85.2,,
255,101,Vegetables; fresh; nes,"Bracken [faucet dishes, wishful dish] (Fresh)",64,3.9,1,10.9,118,440,,713,9.7,2.01,,,,5.8,,0.1,0.73,,,,,,,,,,,81.8,,
256,101,Vegetables; fresh; nes,"Wolfberry [wolfberry, ground bone] (Fresh)",13,0.7,0.2,2.7,5,48,,89,1.1,0.42,,,,109.4,,0.02,0.02,,,,,,,,,,,95.6,,
257,101,Vegetables; fresh; nes,"Sorrel [sour grass, sour] (fresh)",42,1.6,0.4,9,23,183,,17,4.2,0.6,,,,,,,,,,,,,,,,,,88.6,,
258,101,Vegetables; fresh; nes,"Houttuynia (leaf) [Houttuynia, smelly vegetables]",47,5.6,1.1,4.5,58,592,,36,2.4,0.21,,,,29.8,,0.08,0.32,,,,,,,,,,,87.8,,
259,101,Vegetables; fresh; nes,Houttuynia (root),66,3.1,0.5,12.4,127,873,,27,5.6,,,,,,,0.25,0.31,,,,,,,,,,,84,,
260,101,Vegetables; fresh; nes,Watermelon (mean),32,2.1,,10.7,16,,,57,2.3,0.4,,9.6,,21.6,,0.03,0.12,,,,,,,,,,,84.9,,
261,101,Vegetables; fresh; nes,White melon,63,2.1,,19.5,3,7,,74,2.3,0.69,,11.8,,42.4,,0.09,0.06,,,,,,,,,,,77.4,,
262,110,Watermelons,"Cucumber [raw melon, white melon]",26,0.6,0.1,5.8,6,75,,8,0.3,0.1,,,,3.2,,0.02,0.03,,,,,,,,,,,93.3,,
263,111,Other melons (inc. cantaloupes),Melon,12,0.9,,2.6,16,,,6,0.1,0.04,,,,1,,0.02,0.04,,,,,,,,,,,96.2,,
264,111,Other melons (inc. cantaloupes),Honeydew melon,19,0.6,0.2,3.9,12,3,,20,0.5,0.1,,,,1.6,,0.02,0.01,,,,,,,,,,,95,,
265,111,Other melons (inc. cantaloupes),Melon,12,0.4,0.2,2.6,18,13,,19,0.2,0.07,,,,1.8,,0.01,0.01,,,,,,,,,,,96.6,,
266,111,Other melons (inc. cantaloupes),Melon [melon],23,0.6,0.1,5.3,14,7,,24,0.9,,,,,,,0.02,0.03,,,,,,,,,,,93.2,,
267,111,Other melons (inc. cantaloupes),Citrus (mean),34,0.5,0.1,7.9,12,153,,4,,0.13,,,,26.7,,,0.01,,,,,,,,,,,91,,
268,111,Other melons (inc. cantaloupes),Orange,26,0.4,0.1,6.2,15,5,,14,0.7,0.09,,,,8.8,,0.02,0.03,,,,,,,,,,,92.9,,
269,113,Oranges; Mandarines,Citrus,51,0.7,0.2,11.9,28,148,,35,0.2,0.08,,,,1.4,,0.08,0.04,,,,,,,,,,,86.9,,
270,113,Oranges; Mandarines,Tangerine,48,0.8,0.2,11.1,33,27,,20,0.4,0.14,,,,1.2,,0.05,0.04,,,,,,,,,,,87.4,,
271,113,Oranges; Mandarines,Lobule orange,44,0.6,0.2,10.3,19,87,,45,1.3,0.1,,,,,,0.02,0.03,,,,,,,,,,,88.5,,
272,113,Oranges; Mandarines,Lemon,45,0.8,0.4,10.3,19,277,,19,0.2,0.1,,,,1.3,,0.05,0.04,,,,,,,,,,,88.2,,
273,113,Oranges; Mandarines,Grapefruit [pomelos],40,1.1,0.2,8.8,,410,,72,0.2,0.09,,,,2.1,,0.25,0.03,,,,,,,,,,,89.5,,
274,114,Lemons; Limes,Grapefruit (Taiwan) [Grapefruit],37,1.1,1.2,6.2,22,,,101,0.8,0.65,,,,1.1,,0.05,0.02,,,,,,,,,,,91,,
275,115,Grapefruit,Grapefruit (Israel) [Grapefruit],42,0.8,0.2,9.5,23,2,,4,0.3,0.4,,,,3,,,0.03,,,,,,,,,,,89,,
276,115,Grapefruit,Orange (kumquat) [Golden Bay],33,0.7,0.3,7.8,38,47,,21,0.1,0.1,,1.2,,7,,0.05,0.01,,,,,,,,,,,90.9,,
277,115,Grapefruit,Banana [Gan banana],40,0.7,0.1,5,36,11,,5,0.3,0.01,,1.8,,4.1,,0.05,0.02,,,,,,,,,,,88.8,,
278,116,Citrus; Other,"Basho [Gan banana, banana boards, dental banana]",58,1,0.2,13.7,35,62,,56,1,0.21,,,,3,,0.04,0.03,,,,,,,,,,,84.7,,
279,117,Bananas,Apple (mean),93,1.4,0.2,22,8,10,,7,0.4,0.18,,,,0.8,,0.02,0.04,,,,,,,,,,,75.8,,
280,118,Plantains,"Pineapple [pineapple, ground pineapple]",115,1.2,0.1,28.9,,,,6,0.3,0.16,,,,1.3,,0.02,0.02,,,,,,,,,,,68.9,,
281,119,Apples,Grapes (mean),54,0.2,0.2,13.5,4,3,,4,0.6,0.19,,,,1.6,,0.06,0.02,,,,,,,,,,,85.9,,
282,120,Pineapples,Pears (mean),44,0.5,0.1,10.8,18,3,,12,0.6,0.14,,,,0.8,,0.04,0.02,,,,,,,,,,,88.4,,
283,122,Grapes,Apricot,44,0.5,0.2,10.3,25,8,,5,0.4,0.18,,,,1.3,,0.04,0.02,,,,,,,,,,,88.7,,
284,123,Pears,Cherry,50,0.4,0.2,13.3,6,6,,9,0.5,0.46,,,,2.1,,0.03,0.06,,,,,,,,,,,85.8,,
285,125,Apricots,Peach (mean),38,0.9,0.1,9.1,4,75,,14,0.6,0.2,,,,2.3,,0.02,0.03,,,,,,,,,,,89.4,,
286,126,Sour cherries,Plum [plum],46,1.1,0.2,10.2,10,35,,11,0.4,0.23,,,,8,,0.02,0.02,,,,,,,,,,,88,,
287,128,Peaches and nectarines,Crabapple fruit [Catalpa sub],51,0.9,0.1,12.2,7,3,,6,0.8,0.34,,,,5.7,,0.01,0.03,,,,,,,,,,,86.4,,
288,129,Plums and sloes,Shaguo,34,0.9,0.9,6.2,,,,11,1.8,,,,,,,,,,,,,,,,,,,91.1,,
289,131,Pome fruit; nes,Suanci,76,0.3,0.2,19.2,20,118,,15,0.4,0.04,,,,0.6,,0.05,0.03,,,,,,,,,,,79.9,,
290,131,Pome fruit; nes,"Strawberry [Yang raspberries, strawberries Fengyang]",70,0.4,0.1,17.8,3,,,5,1,0.2,,,,2.1,,0.03,,,,,,,,,,,,81.3,,
291,131,Pome fruit; nes,Gooseberry [lantern fruit],112,2.8,0.3,25.5,74,25,,105,11.7,1.1,,,,8.3,,0.02,0.04,,,,,,,,,,,70.7,,
292,132,Strawberries,Cassis [black currant],32,1,0.2,7.1,47,5,,18,1.8,0.14,,,,4.2,,0.02,0.03,,,,,,,,,,,91.3,,
293,134,Gooseberries,"Red berries [Shan Lihong, large hawthorn]",46,0.9,0.6,10.2,28,,,25,0.3,0.12,,,,1,,0.04,0.03,,,,,,,,,,,87.9,,
294,135,Currants,Mulberry (mean),66,1.4,0.4,15.4,181,,,55,1.5,0.27,,,,2,,0.05,0.05,,,,,,,,,,,82,,
295,138,Berries; nes,Seabuckthorn,102,0.5,0.6,25.1,53,17,,52,0.9,0.28,,,,5.4,,0.02,0.02,,,,,,,,,,,73,,
296,138,Berries; nes,Figs,57,1.7,0.4,13.8,,5,,37,0.4,0.26,,,,2,,0.02,0.06,,,,,,,,,,,82.8,,
297,138,Berries; nes,"Guava [paederia fruit, Fan Tao]",120,0.9,1.8,25.5,204,640,,104,8.8,1.16,,,,28,,0.05,0.21,,,,,,,,,,,71,,
298,139,Figs,"Mango [wiping fierce fruit, looking fruit]",65,1.5,0.1,16,2,5,,67,0.1,1.42,,,,5.5,,0.03,0.02,,,,,,,,,,,81.3,,
299,140,Mangos; mangosteens; guavas,Persimmon,53,1.1,0.4,14.2,68,,,13,0.2,0.21,,,,3.3,,0.02,0.05,,,,,,,,,,,83.9,,
300,140,Mangos; mangosteens; guavas,Actinidia chinensis [Mao Ye kiwi],35,0.6,0.2,8.3,23,150,,,0.2,0.09,,,,2.8,,0.01,0.04,,,,,,,,,,,90.6,,
301,142,Persimmons,Papaya [papaya],74,0.4,0.1,18.5,30,20,,9,0.2,0.08,,,,0.8,,0.02,0.02,,,,,,,,,,,80.6,,
302,144,Kiwi fruit,Jackfruit [jackfruit],61,0.8,0.6,14.5,62,22,,27,1.2,0.57,,,,10,,0.05,0.02,,,,,,,,,,,83.4,,
303,145,Papayas,Cili [Mainz pear wood pear],29,0.4,0.1,7,43,145,,17,0.2,0.25,,,,28,,0.01,0.02,,,,,,,,,,,92.2,,
304,146,Fruit; tropical fresh; nes,Longan,105,0.2,0.3,25.7,9,3,,9,0.5,0.12,,,,11.4,,0.06,0.05,,,,,,,,,,,73.2,,
305,146,Fruit; tropical fresh; nes,Carambole,63,0.7,0.1,16.9,2585,483,,68,2.9,,,,,,,0.05,0.03,,,,,,,,,,,81,,
306,146,Fruit; tropical fresh; nes,Rambutan,71,1.2,0.1,16.6,43,3,,6,0.2,0.4,,,,3.9,,0.01,0.14,,,,,,,,,,,81.4,,
307,146,Fruit; tropical fresh; nes,"Pitaya [Xianmi Guo, red dragon fruit]",31,0.6,0.2,7.4,7,3,,4,0.4,0.39,,,,1.4,,0.02,0.03,,,,,,,,,,,91.4,,
308,146,Fruit; tropical fresh; nes,Durian,82,1,1.2,17.5,35,,,11,0.3,0.24,,1.5,,2.3,,0.01,0.04,,,,,,,,,,,80,,
309,146,Fruit; tropical fresh; nes,Pomegranate (mean),55,1.1,0.2,13.3,3,,,7,0.3,0.29,,2,,2.7,,0.03,0.02,,,,,,,,,,,84.8,,
310,146,Fruit; tropical fresh; nes,Litchi,150,2.6,3.3,28.3,2.8,3,,4,0.3,0.16,,1.7,,2.9,,0.2,0.13,,,,,,,,,,,64.5,,
311,147,Fresh fruit; nes,Loquat,73,1.4,0.2,18.7,9,,,9,0.3,0.19,,,,0.9,,0.05,0.03,,,,,,,,,,,79.1,,
312,147,Fresh fruit; nes,Jujube (fresh),71,0.9,0.2,16.6,41,2,,2,0.4,0.17,,,,1.7,,0.1,0.04,,,,,,,,,,,81.9,,
313,147,Fresh fruit; nes,Jujube,41,0.8,0.2,9.3,8,,,17,1.1,0.21,,,,4,,0.01,0.03,,,,,,,,,,,89.3,,
314,147,Fresh fruit; nes,Pineapple juice (Great Lakes license),125,1.1,0.3,30.5,243,40,,22,1.2,1.52,,,,1.2,,0.06,0.09,,,,,,,,,,,67.4,,
315,147,Fresh fruit; nes,Apple juice (bright card),113,1.8,0.2,27.8,243,,,16,0.2,0.19,,3.8,,33,,0.08,0.09,,,,,,,,,,,69.5,,
316,149,Fruit juice; nes,Orange juice (Ru dream cards),36,0.3,0.2,8.3,,,,20,0.1,0.09,,0.1,,8.3,,0.05,0.01,,,,,,,,,,,90.9,,
317,149,Fruit juice; nes,Hawthorn fruit drinks,54,0.1,,12.8,,,,2,0,0.03,,0.1,,4.2,,,,,,,,,,,,,,86.7,,
318,149,Fruit juice; nes,Jujube fruit drinks,47,0.3,,11.2,44,,,13,0.3,0.04,,0.2,,14.9,,0.02,0.01,,,,,,,,,,,88.5,,
319,149,Fruit juice; nes,Passion fruit juice,56,0.1,,13.9,33,,,11,0.1,0.03,,0.7,,2.7,,,0.01,,,,,,,,,,,86.1,,
320,149,Fruit juice; nes,Grapefruit juice,27,0.1,0,6.7,,,,5,0.3,,,,,1.3,,,0.01,,,,,,,,,,,93,,
321,149,Fruit juice; nes,Pepper,50,0.2,,12,12,,,2,0.1,0.06,,,,9.7,,,0.01,,,,,,,,,,,87.6,,
322,149,Fruit juice; nes,Allspice,35,0.6,0.4,7.3,37,,,11,0.1,0.07,,0.3,,8.5,,0.04,0.01,,,,,,,,,,,91.4,,
323,155,Pepper,Wine (mean),361,9.6,2.2,76.9,,10,,2,9.1,1.23,,,,4.9,,0.09,0.06,,,,,,,,,,,10.2,,
324,163,Spices; nes,Beer (mean),359,1,8,73.3,,,,181,34.4,2.79,,,,27.2,,,0.03,,,,,,,,,,,12.4,,
